id_plano_acao,id_plano_trabalho,id_executor,CHAVE,situacao_plano_trabalho,classificacao_orcamentaria_pt,id_meta,sequencial_meta,nome_executor,objeto_executor,desc_meta,un_medida_meta,qt_uniade_meta,elemento_despesa_estimado,categoria_macro,CLASSIFICACAO DETALHAMENTO OBJETO,CLASSIFICACAO JUSTIFIFICATIVA
84756,39485,42257.0,84756-39485-42257,Enviado para Análise,"4.4.90.51.91 – Obras em andamento
4.4.90.52.87 – Material de consumo de uso duradouro",948060.0,20.0,FUNDO MUNICIPAL DE EDUCACAO DE LUIZ ALVES,"Aquisição de veículo adaptável para alunos com mobilidade reduzida;
Reforma e ampliação da Escola Municipal Henrique Keunecke;
Reforma da Escola Professor Rafael Rech.",Reforma e ampliação da Escola Municipal Henrique Keunecke,UN,10.0,51 - Obras e Instalações,Obra/instalação,detalhado,IDENTIFICADO
84729,34445,37263.0,84729-34445-37263,Em Complementação,"13-Secretaria de Agricultura Indústria e Comercio
01- Unidade
20.606.0001.1.050 -Funcional- Aquisição de Equipamentos agrícolas
189 4.4.90.00.00.00.00.00 0.1.501.70000000",827340.0,10.0,MUNICIPIO DE AGUAS MORNAS,"Aquisição de um caminhão com tração 6x4 , com caçamba basculante de 12m³, novo, com garantia de 12 meses para ser usado pela secretaria municipal de agricultura de Águas Mornas beneficiando principalmente as famílias agricultoras do município.",Aquisição de um caminhão caçamba 6x4 com tração.,UN,10.0,52 - Equipamentos e Material Permanente,Equipamentos/material permanente,mediano,IDENTIFICADO
84739,41655,44534.0,84739-41655-44534,Em Complementação,"Organograma 06.001 - SECRETARIA DE TRANSPORTES, OBRAS E SERV. PÚBLICOS
Função 15 - Urbanismo
Subfunção 451 - Infra-Estrutura Urbana
Programa 1501 - URBANIZAÇÃO DE VIAS
Ação 1.009 - PAVIMENTAÇÃO DE ESTRADAS, RUAS E PASSEIOS
Natureza da despesa 4.0.00.00.00.00.00.00 - DESPESAS DE CAPITAL",940300.0,10.0,MUNICIPIO DE SAO DOMINGOS,"OBRAS DE PAVIMENTAÇÃO ASFATICA NA RUA CURITIBA TECHO DE 380M2, NO BAIRRO ESPERANÇA NA ÁREA URBANA DO MUNICIPIO DE SÃO DOMINGOS.","OBRAS DE PAVIMENTAÇÃO ASFATICA NA RUA CURITIBA TECHO DE 380M2, NO BAIRRO ESPERANÇA NA ÁREA URBANA DO MUNICIPIO DE SÃO DOMINGOS.",UN,10.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84745,35279,38027.0,84745-35279-38027,Enviado para Análise,"Entidade Prefeitura Municipal de Arabuta
órgão 09 Secretaria Municipal de Agricultura
Programa 103 Promoçaõ da Produçao Agropecuária
4.4.90.00.00 Aplicações Diretas",836960.0,10.0,MUNICIPIO DE ARABUTA,Construção de Galpão para exposição de animais,Construção de Galpão para Exposição de Animais,UN,10.0,51 - Obras e Instalações,Obra/instalação,mediano,IDENTIFICADO
84728,35283,38033.0,84728-35283-38033,Em Complementação,"0501-Secretaria do Desenv.Cultural e do Desporto
013.0391.0033.2093-Manutenção do Patrimônio Histórico e Cultural
4.4.90.51.98.00.00.00 - obras contratadas
",837050.0,10.0,MUNICIPIO DE AGROLANDIA,"Construção de anexo a Casa Prochnow – banheiros, cozinha e depósito.","Construção de anexo a Casa Prochnow – banheiros, cozinha e depósito.",UN,10.0,51 - Obras e Instalações,Obra/instalação,mediano,NÃO FOI POSSÍVEL IDENTIFICAR
84723,37583,40324.0,84723-37583-40324,Em Complementação,44.90.51.00,868210.0,10.0,MUNICIPIO DE TANGUA,"Construção, Revitalização E Reforma De Infraestrutura Urbana Para Adequação De Espaços De Interesse Turístic","Construção, Revitalização E Reforma De Infraestrutura Urbana Para Adequação De Espaços De Interesse Turística",UN,10.0,51 - Obras e Instalações,Obra/instalação,mediano,IDENTIFICADO
84727,36956,39677.0,84727-36956-39677,Enviado para Análise,"Órgão: 11 - SECRETARIA MUNICIPAL DE ESPORTES TURISMO E CULTURA
Unidade: 1 - DIRETORIA DE ESPORTES
Ação: 1024 - Construção, Ampliação e Reformas de Espaços Esportivos
Funcional: 0027.0812.0016
",858970.0,10.0,MUNICIPIO DE ZORTEA,"A revitalização do Parque de Rodeio Municipal de Zortéa é crucial para o desenvolvimento social, cultural e esportivo do município. Este projeto, que abrange a construção de banheiros, a instalação de um novo sistema de iluminação, as execução  das cercas e a construção de uma área de churrasqueiras, visa transformar o parque em um espaço seguro, acessível e funcional, capaz de sediar eventos de maior porte e oferecer melhores condições tanto para os competidores quanto para o público.


",Parque de Rodeio Municipal,UN,10.0,51 - Obras e Instalações,Obra/instalação,detalhado,IDENTIFICADO
84753,40821,43663.0,84753-40821-43663,Em Complementação,"ÓRGÃO: 14 - FUNDAÇÃO MUNICIPAL DE ESPORTES DE TIJUCAS
UNIDADE: 1 - FUNDAÇÃO MUNICIPAL DE ESPORTES DE TIJUCAS
FUNÇÃO: 0027 - DESPORTO E LAZER
SUBFUNÇÃO: 0812 - DESPORTO COMUNITÁRIO
PROGRAMA: 0077 - ESPORTE É VIDA
AÇÃO: 2042 - APOIO AO DESPORTO E AO LAZER NAS COMUNIDADES",925110.0,10.0,MUNICIPIO DE TIJUCAS,AQUISIÇÃO DE EQUIPAMENTOS ESPORTIVOS PARA O MUNICÍPIO DE TIJUCAS/SC.,AQUISIÇÃO DE EQUIPAMENTOS ESPORTIVOS PARA O MUNICÍPIO DE TIJUCAS/SC.,OUTR,100.0,52 - Equipamentos e Material Permanente,Equipamentos/material permanente,detalhado,IDENTIFICADO
84738,39581,42359.0,84738-39581-42359,Em Complementação,"Órgão: 4 - SECRETARIA DE INFRAESTRUTURA
Unidade: 3 - DIRETORIA DE OBRAS E SERVIÇOS URBANOS
Função: 0015 - Urbanismo                                
Subfunção: 0451 - Infra-Estrutura Urbana
Programa: 0020 - GESTÃO DO SISTEMA VIÁRIO
Ação: 1004 - Pavimentação de Ruas e Avenidas
Elemento: 3449000000000000000 - Aplicacoes diretas",902600.0,10.0,MUNICIPIO DE RIO DOS CEDROS,"Pavimentação Asfáltica e Sinalização de trecho da Rodovia Municipal RCD-425 (Antiga Rua XV de  Setembro) - Bairro Cedro Alto - Rio dos Cedros/SC, localizada no perímetro RURAL.
","Pavimentação Asfáltica e Sinalização de trecho da Rodovia Municipal RCD-425 (Antiga Rua XV de  Setembro) - Bairro Cedro Alto - Rio dos Cedros/SC, localizada no perímetro RURAL.",M2,30550.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84740,39584,42363.0,84740-39584-42363,Em Complementação,4490,902640.0,10.0,MUNICIPIO DE SAO MIGUEL D'OESTE,Pavimentação Asfáltica ruas perímetro urbano - município de São Miguel do Oeste/SC,Pavimentação Asfáltica,UN,10.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84721,40307,43115.0,84721-40307-43115,Enviado para Análise,"Órgão 02 - Prefeitura Municipal 
Unidade 08 - Departamento de educação e cultura 
Função 12 - Educação 
Programa  0003- Educação, diversidade e inclusão 
Ação 1005 - Investimento no ensino Fundamental 
4.490.51.00 Obras e instalações 
139 - Ficha",916190.0,10.0,MUNICIPIO DE GURINHATA,"Serviço de Substituição da estrutura de madeira por estrutura metálica e troca de telhado de barro por telha metálica, na escola Jose Martins Alameu no Município e Gurinhatã - MG.","Serviço de Substituição da estrutura de madeira por estrutura metálica e troca de telhado de barro por telha metálica, na escola Jose Martins Alameu no Município e Gurinhatã - MG.",UN,10.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84735,40253,43061.0,84735-40253-43061,Em Complementação,"Órgão 05- Secretaria de Educação, Cultura, Turismo e Esporte:
Unidade 03- Departamento de Esporte:
Função 27 –Desporto de Lazer
Subfunção 813– Lazer
Programa 18 – Acervo Cultural
Projeto: 1.006 – Construção de Centro de Lazer e Eventos
Natureza Despesa:4.4.90 - Aplicações Diretas",915370.0,10.0,MUNICIPIO DE GUARUJA DO SUL,"Construção de Centro de Eventos - 1ª Etapa, no Município de Guarujá do Sul.","Construção de Centro de Eventos - 1ª Etapa, no Município de Guarujá do Sul.",UN,10.0,51 - Obras e Instalações,Obra/instalação,mediano,NÃO FOI POSSÍVEL IDENTIFICAR
84734,40309,43118.0,84734-40309-43118,Enviado para Análise,"Órgão: 7 - SECRETARIA MUNICIPAL DE TRANSPORTES, OBRAS E SERVIÇOS URBANOS
Unidade: 3 - Departamento de Obras Públicas
Ação: 1014 - Pavimentação de Vias Urbanas e Rurais
Funcional: 0015.0451.0009
3449000000000000000 - Aplicações diretas",916270.0,10.0,MUNICIPIO DE GUARACIABA,Pavimentação Asfáltica Rural no Trecho Linha São Roque Sentido à Linha São Vicente,Pavimentação Asfáltica Rural no Trecho Linha São Roque Sentido à Linha São Vicente,M,10000.0,51 - Obras e Instalações,Obra/instalação,mediano,NÃO FOI POSSÍVEL IDENTIFICAR
84730,41598,44480.0,84730-41598-44480,Em Complementação,4.4.90 - Investimentos em Infraestrutura Esportiva no Município de Armaz´ém,939240.0,10.0,MUNICIPIO DE ARMAZEM,Investimentos em Infraestrutura Esportiva no Município de Armaz´ém,Construção de quadra poliesportiva,DM2,3000.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84755,41661,44541.0,84755-41661-44541,Enviado para Análise,"006.001 - Secretaria de Agricultura e Saneamento Ambiental
2001 - Desenvolvimento Agropecuário
20.601 - Agricultura / Promoção da Produção Vegetal
1.015 - Aquisição de Máquinas e Veículos e Equipamentos - Agricultura
4.4.90.00.00.00.00.00 - Aplicações Diretas
1.706.3110.2025.02 - Transferência Especial da União - Daniela Reinehr - Agricultura",940480.0,10.0,MUNICIPIO DE ERVAL VELHO,Aquisição de Máquinas e Equipamentos agrícolas (Colhedora de Forragens; Plantadeira de 4 Linhas; Grade aradora de 16 discos; Distribuidora de fertilizantes e corretivos) para atendimento das necessidades dos agricultores do município de Erval Velho/SC,Aquisição de Máquinas e Equipamentos agrícolas para atendimento das necessidades dos agricultores do município de Erval Velho/SC,UN,10.0,52 - Equipamentos e Material Permanente,Equipamentos/material permanente,detalhado,IDENTIFICADO
84724,41931,44816.0,84724-41931-44816,Enviado para Análise,"05.0770.16.482.0009.1052 - CONSTRUÇAO DE 100 CASAS HABITACIONAIS
4490.51.00 - OBRAS E INSTALAÇÕES
",945570.0,10.0,MUNICIPIO DE MAR VERMELHO,CONSTRUÇÃO DE UNIDADES HABITACIONAIS NA ZONA RURAL DO MUNICÍPIO DE MAR VERMELHO/AL.,CONSTRUÇÃO DE UNIDADES HABITACIONAIS NA ZONA RURAL DO MUNICÍPIO DE MAR VERMELHO/AL.,UN,90.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84731,43344,46331.0,84731-43344-46331,Enviado para Análise,"11001 - Fundo Municipal de Assistência Social
8 - Assistência Social
244- Assistência Comunitária
1.19 - Construções, Ampliações e Reformas de Espaços Sociais
1084 - 4.4.90.00.00 Aplicações Diretas",977790.0,10.0,MUNICIPIO DE CATANDUVAS,Reforma dos prédios da Assistência Social do Município,Reforma dos prédios da Assistência Social do Município,UN,10.0,51 - Obras e Instalações,Obra/instalação,mediano,NÃO FOI POSSÍVEL IDENTIFICAR
84758,35964,38692.0,84758-35964-38692,Enviado para Análise,"07	GERÊNCIA DE AGRICULTURA E MEIO AMBIENTE 
07.01	Fundo Municipal de Agricultura 
20	Agricultura
20.606	Extensão Rural
20.606.0017	Produtor Rural Assistido 
20.606.0017.1.001- Construção, Ampliação e Reforma de Edificações - Agricultura e Meio Ambiente 
4	DESPESAS DE CAPITAL
4.4	Investimentos 
4.4.90.170631100000	Aplicações Diretas",845530.0,10.0,MUNICIPIO DE ARVOREDO,"Construção de uma ponte sobre o Rio Irani, na Comunidade de Linha Carlos Gomes, Arvoredo, SC, divisa com a comunidade de Linha Cachoerinha, Xaxim, SC, com uma extensão mínima aproximadamente de 60,00 metros de comprimento e aproximadamente 6,50 metros de largura, totalizando de aproximadamente 390,00 m².","Construção de uma ponte sobre o Rio Irani, na Comunidade de Linha Carlos Gomes, Arvoredo, SC, divisa com a comunidade de Linha Cachoerinha, Xaxim, SC, com uma extensão mínima aproximadamente de 60,00 metros de comprimento e aproximadamente 6,50 metros de",M2,3900.0,51 - Obras e Instalações,Obra/instalação,detalhado,IDENTIFICADO
84784,37214,39939.0,84784-37214-39939,APROVADO,"02.008.002- Departamento de Trânsito, obras e estradas vicinais
26- Transporte
782- Transporte Rodoviário
0018- Estradas Vicinais
2056-Manutenção de estradas vicinais
4.4.90.52.00- Equipamento e Material Permanente",862710.0,10.0,MUNICIPIO DE ENTRE RIOS DE MINAS,"Aquisição de 01 (uma) motoniveladora para atendimento das necessidades da Secretaria Municipal de Obras e Infraestrutura, com a finalidade de melhorar a trafegabilidade e a manutenção periódica das estradas vicinais da zona rural do município de Entre Rios de Minas/MG.",Aquisição de Motoniveladora,UN,10.0,52 - Equipamentos e Material Permanente,Equipamentos/material permanente,detalhado,IDENTIFICADO
84788,35260,38010.0,84788-35260-38010,APROVADO,,836760.0,10.0,MUNICIPIO DE UBA,Pavimentação de estradas vicinais no município de Ubá.,Pavimentação de estradas vicinais no município de Ubá.,UN,10.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84769,39993,42783.0,84769-39993-42783,APROVADO,"0207 15 122 0019 1.032 4490 52 - Equipamentos e Material Permanente
",910690.0,10.0,MUNICIPIO DE REDUTO,Aquisição de Patrulha Mecanizada (Motoniveladora),"Motoniveladora, ano corrente ou posterior, de chassis articulado em 25 (vinte e cinco) graus para cada lado (mínimo), com ponto de articulação à frente da cabine, equipada com motor diesel de 6 (seis) cilindros (mínimo), turbo com potência liquida não inf",UN,10.0,52 - Equipamentos e Material Permanente,Equipamentos/material permanente,detalhado,IDENTIFICADO
84781,36128,38858.0,84781-36128-38858,APROVADO,"02 PODER EXECUTIVO
0208 SECRETARIA MUNICIPAL DE OBRAS E SERVICOS PUBLICOS
020801 DIVISAO DE SERVICOS PUBLICOS
15 URBANISMO
15 452 SERVICOS URBANOS
15 452 0024 PLANEJAMENTO RURAL E URBANO
15 452 0024 1.024 AQUISICAO MOVEIS VEICULO E EQUIP.PERM.SETOR OBRAS
449052 Equipamentos e Material Permanente",847500.0,10.0,MUNICIPIO DE LUISBURGO,"Aquisição de veículo tipo caminhão com báscula 12m³, caminhão 6x2, trucado, novo zero km, ano/modelo mínimo 2023/2023 para atender ao município de Luisburgo.","Aquisição de veículo tipo caminhão com báscula 12m³, caminhão 6x2, trucado, novo zero km, ano/modelo mínimo 2023/2023 para atender ao município de Luisburgo.",UN,10.0,52 - Equipamentos e Material Permanente,Equipamentos/material permanente,mediano,IDENTIFICADO
84759,37328,45699.0,84759-37328-45699,APROVADO,"26.782.0363.1.011.0000 - INFRAESTRUTURA RODOVIÁRIA LOCAL - PAVIMENTAÇÃO E OBRAS D'ARTE
4.4.90.51.00 OBRAS E INSTALAÇÕES",964000.0,20.0,MUNICIPIO DE GRANJA,Pavimentação em Áreas Urbanas,"Pavimentação em pedra tosca com rejuntamento na zona urbana do distrito de Parazinho, município de Granja/CE",M2,89770.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84759,37328,45699.0,84759-37328-45699,APROVADO,"26.782.0363.1.011.0000 - INFRAESTRUTURA RODOVIÁRIA LOCAL - PAVIMENTAÇÃO E OBRAS D'ARTE
4.4.90.51.00 OBRAS E INSTALAÇÕES",964010.0,30.0,MUNICIPIO DE GRANJA,Pavimentação em Áreas Urbanas,Pavimentação em pedra tosca com rejuntamento na zona urbana do distrito de Sambaíba município de Granja/CE,M2,75400.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84759,37328,45699.0,84759-37328-45699,APROVADO,"26.782.0363.1.011.0000 - INFRAESTRUTURA RODOVIÁRIA LOCAL - PAVIMENTAÇÃO E OBRAS D'ARTE
4.4.90.51.00 OBRAS E INSTALAÇÕES",964020.0,40.0,MUNICIPIO DE GRANJA,Pavimentação em Áreas Urbanas,Pavimentação em pedra tosca com rejuntamento na zona urbana do distrito de Adrianópolis município de Granja/CE,M2,98940.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84759,37328,45699.0,84759-37328-45699,APROVADO,"26.782.0363.1.011.0000 - INFRAESTRUTURA RODOVIÁRIA LOCAL - PAVIMENTAÇÃO E OBRAS D'ARTE
4.4.90.51.00 OBRAS E INSTALAÇÕES",964030.0,50.0,MUNICIPIO DE GRANJA,Pavimentação em Áreas Urbanas,Pavimentação em pedra tosca com rejuntamento na zona urbana do distrito de Ibuguaçu (Ubatuba) município de Granja/CE,M2,85050.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84759,37328,45699.0,84759-37328-45699,APROVADO,"26.782.0363.1.011.0000 - INFRAESTRUTURA RODOVIÁRIA LOCAL - PAVIMENTAÇÃO E OBRAS D'ARTE
4.4.90.51.00 OBRAS E INSTALAÇÕES",964040.0,60.0,MUNICIPIO DE GRANJA,Pavimentação em Áreas Urbanas,"Pavimentação em pedra tosca com rejuntamento na zona urbana do distrito de Pessoa Anta (Santa Terezinha), município de Granja/CE",M2,23930.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84759,37328,45699.0,84759-37328-45699,APROVADO,"26.782.0363.1.011.0000 - INFRAESTRUTURA RODOVIÁRIA LOCAL - PAVIMENTAÇÃO E OBRAS D'ARTE
4.4.90.51.00 OBRAS E INSTALAÇÕES",963990.0,10.0,MUNICIPIO DE GRANJA,Pavimentação em Áreas Urbanas,Pavimentação em pedra tosca com rejuntamento na zona urbana do município de Granja/CE,M2,22890.0,51 - Obras e Instalações,Obra/instalação,detalhado,NÃO FOI POSSÍVEL IDENTIFICAR
84764,36052,38779.0,84764-36052-38779,Enviado para Análise,20.608.0069.1.055 4490.51.00 546 OBRAS E INSTALACOES,846430.0,10.0,MUNICIPIO DE CARACARAI,CCONSTRUÇÃO DE USINAS FOTOVOLTAICAS PARA ATENDER A COLONIA DE PESCADORES ARTESANAIS DO PORTO DE CARACARAÍ,CONSTRUÇÃO DE USINAS FOTOVOLTAICAS PARA ATENDER A COLONIA DE PESCADORES ARTESANAIS DO PORTO DE CARACARAÍ,KW,240.0,51 - Obras e Instalações,Obra/instalação,mediano,IDENTIFICADO
84786,40092,42895.0,84786-40092-42895,APROVADO,"4.4.90.51.00.2.08.00.15.451.0013.1.0028
00.2.08.00 – Secretaria Municipal de Obras e Desenvolvimento Urbano
15.451.0013.1.0028 – Pavimentação de Vias
4.4.90.51 – Obras e Instalações
",912490.0,10.0,MUNICIPIO DE SAO JOAO NEPOMUCENO,"Pavimentação asfáltica em concreto betuminoso usinado a quente (CBUQ), com regularização de base, em trecho da estrada vicinal de acesso ao Distrito de Carlos Alves. O serviço a ser prestado abrange uma área de 14 mil m² (2 mil metros de extensão por 7 metros de largura), com aplicação de camada final em CBUQ compactada a 3 cm de espessura e largura uniforme de 7m, conforme memorial descritivo e projetos executivos. A pavimentação será realizada na zona rural do município de São João Nepomuceno, identificada como estrada de Carlos Alves.",Pavimentação de via,M2,140000.0,51 - Obras e Instalações,Obra/instalação,detalhado,IDENTIFICADO
84770,34238,37142.0,84770-34238-37142,Em Complementação,"Órgão: 02  - Poder Executivo
Unidade orçamentária: 02.01  - Assessoria de Governo Municipal
Função: 06  - Segurança Pública
Subfunção: 181  -  Policiamento
Programa: 0115  - Segurança Pública
Ação: 2121  - Manutenção da Segurança Pública
Natureza da despesa: 4.4.90.52.00  - Equipamento e Material Permanente
Fonte: 706 - Transferência Especial da União
Ficha: 3110 -  Transferências da União decorrente de emendas parlamentares individuais",825480.0,10.0,MUNICIPIO DE TRES MARIAS,"Aquisição de uma mini van caracterizada como viatura, potência do motor 1.8, 
Aquisição de uma moto 300 cilindradas, caracterizada como viatura. A mini van e a moto (viaturas) devem estar em conformidade com a Norma Técnica Senasp nº 006/2022 - veículos leves para emprego operacional na atividade de segurança pública.
Aquisição de 10 kits para  incapacitação neuromuscular (conforme especificação técnica da NT Senasp nº02/2020 - armas eletroeletrônicas de incapacitação neuromuscular e guia de aplicação da NT nº07/2020/CNM/CGPI/DPSP/Senasp/MJ). Composição do kit: 01 arma eletrônica de incapacitação neuromuscular (AINM) (pistola taser não letal), 01 coldre, 06 cartuchos de lançamentos de dardos energizados, 01 bateria blindada, 01 carregador de bateria, 01 alvo, 01 pendrive, 01 maleta de polímero, 
Aquisição de 01 microondas 30 L
Aquisição de 01 geladeira frost free 386 L
Aquisição de 01 fogão 5 bocas
Aquisição de 01 bebedouro 50L/2 torneiras
Aquisição de 03 aparelhos ar condicionado inverter
Aquisição de 01 armário cofre
Aquisição de 01 impressora a laser MAPF multifuncional com USB e duplex
Estes bens serão direcionados à estruturação da sede da guarda municipal de Três Marias MG e para fortalecimento da segurança pública local.
","Aquisição de mini van caracterizada como viatura, potência do motor 1.8",UN,10.0,52 - Equipamentos e Material Permanente,Equipamentos/material permanente,detalhado,IDENTIFICADO
84770,34238,37142.0,84770-34238-37142,Em Complementação,"Órgão: 02  - Poder Executivo
Unidade orçamentária: 02.01  - Assessoria de Governo Municipal
Função: 06  - Segurança Pública
Subfunção: 181  -  Policiamento
Programa: 0115  - Segurança Pública
Ação: 2121  - Manutenção da Segurança Pública
Natureza da despesa: 4.4.90.52.00  - Equipamento e Material Permanente
Fonte: 706 - Transferência Especial da União
Ficha: 3110 -  Transferências da União decorrente de emendas parlamentares individuais",825490.0,20.0,MUNICIPIO DE TRES MARIAS,"Aquisição de uma mini van caracterizada como viatura, potência do motor 1.8, 
Aquisição de uma moto 300 cilindradas, caracterizada como viatura. A mini van e a moto (viaturas) devem estar em conformidade com a Norma Técnica Senasp nº 006/2022 - veículos leves para emprego operacional na atividade de segurança pública.
Aquisição de 10 kits para  incapacitação neuromuscular (conforme especificação técnica da NT Senasp nº02/2020 - armas eletroeletrônicas de incapacitação neuromuscular e guia de aplicação da NT nº07/2020/CNM/CGPI/DPSP/Senasp/MJ). Composição do kit: 01 arma eletrônica de incapacitação neuromuscular (AINM) (pistola taser não letal), 01 coldre, 06 cartuchos de lançamentos de dardos energizados, 01 bateria blindada, 01 carregador de bateria, 01 alvo, 01 pendrive, 01 maleta de polímero, 
Aquisição de 01 microondas 30 L
Aquisição de 01 geladeira frost free 386 L
Aquisição de 01 fogão 5 bocas
Aquisição de 01 bebedouro 50L/2 torneiras
Aquisição de 03 aparelhos ar condicionado inverter
Aquisição de 01 armário cofre
Aquisição de 01 impressora a laser MAPF multifuncional com USB e duplex
Estes bens serão direcionados à estruturação da sede da guarda municipal de Três Marias MG e para fortalecimento da segurança pública local.
",Aquisição de moto 300 CC caracterizada como viatura,UN,10.0,52 - Equipamentos e Material Permanente,Equipamentos/material permanente,detalhado,IDENTIFICADO
84770,34238,37142.0,84770-34238-37142,Em Complementação,"Órgão: 02  - Poder Executivo
Unidade orçamentária: 02.01  - Assessoria de Governo Municipal
Função: 06  - Segurança Pública
Subfunção: 181  -  Policiamento
Programa: 0115  - Segurança Pública
Ação: 2121  - Manutenção da Segurança Pública
Natureza da despesa: 4.4.90.52.00  - Equipamento e Material Permanente
Fonte: 706 - Transferência Especial da União
Ficha: 3110 -  Transferências da União decorrente de emendas parlamentares individuais",825500.0,30.0,MUNICIPIO DE TRES MARIAS,"Aquisição de uma mini van caracterizada como viatura, potência do motor 1.8, 
Aquisição de uma moto 300 cilindradas, caracterizada como viatura. A mini van e a moto (viaturas) devem estar em conformidade com a Norma Técnica Senasp nº 006/2022 - veículos leves para emprego operacional na atividade de segurança pública.
Aquisição de 10 kits para  incapacitação neuromuscular (conforme especificação técnica da NT Senasp nº02/2020 - armas eletroeletrônicas de incapacitação neuromuscular e guia de aplicação da NT nº07/2020/CNM/CGPI/DPSP/Senasp/MJ). Composição do kit: 01 arma eletrônica de incapacitação neuromuscular (AINM) (pistola taser não letal), 01 coldre, 06 cartuchos de lançamentos de dardos energizados, 01 bateria blindada, 01 carregador de bateria, 01 alvo, 01 pendrive, 01 maleta de polímero, 
Aquisição de 01 microondas 30 L
Aquisição de 01 geladeira frost free 386 L
Aquisição de 01 fogão 5 bocas
Aquisição de 01 bebedouro 50L/2 torneiras
Aquisição de 03 aparelhos ar condicionado inverter
Aquisição de 01 armário cofre
Aquisição de 01 impressora a laser MAPF multifuncional com USB e duplex
Estes bens serão direcionados à estruturação da sede da guarda municipal de Três Marias MG e para fortalecimento da segurança pública local.
","Aquisição de kits para incapacitação neuromuscular. Composição do kit: 01 pistola taser não letal, 01 coldre, 06 cartuchos de lançamentos de dardos energizados, 01 bateria com carregador, 01 alvo, 01 pendrive, 01 maleta de polímero",UN,100.0,52 - Equipamentos e Material Permanente,Equipamentos/material permanente,detalhado,IDENTIFICADO
84770,34238,37142.0,84770-34238-37142,Em Complementação,"Órgão: 02  - Poder Executivo
Unidade orçamentária: 02.01  - Assessoria de Governo Municipal
Função: 06  - Segurança Pública
Subfunção: 181  -  Policiamento
Programa: 0115  - Segurança Pública
Ação: 2121  - Manutenção da Segurança Pública
Natureza da despesa: 4.4.90.52.00  - Equipamento e Material Permanente
Fonte: 706 - Transferência Especial da União
Ficha: 3110 -  Transferências da União decorrente de emendas parlamentares individuais",825510.0,40.0,MUNICIPIO DE TRES MARIAS,"Aquisição de uma mini van caracterizada como viatura, potência do motor 1.8, 
Aquisição de uma moto 300 cilindradas, caracterizada como viatura. A mini van e a moto (viaturas) devem estar em conformidade com a Norma Técnica Senasp nº 006/2022 - veículos leves para emprego operacional na atividade de segurança pública.
Aquisição de 10 kits para  incapacitação neuromuscular (conforme especificação técnica da NT Senasp nº02/2020 - armas eletroeletrônicas de incapacitação neuromuscular e guia de aplicação da NT nº07/2020/CNM/CGPI/DPSP/Senasp/MJ). Composição do kit: 01 arma eletrônica de incapacitação neuromuscular (AINM) (pistola taser não letal), 01 coldre, 06 cartuchos de lançamentos de dardos energizados, 01 bateria blindada, 01 carregador de bateria, 01 alvo, 01 pendrive, 01 maleta de polímero, 
Aquisição de 01 microondas 30 L
Aquisição de 01 geladeira frost free 386 L
Aquisição de 01 fogão 5 bocas
Aquisição de 01 bebedouro 50L/2 torneiras
Aquisição de 03 aparelhos ar condicionado inverter
Aquisição de 01 armário cofre
Aquisição de 01 impressora a laser MAPF multifuncional com USB e duplex
Estes bens serão direcionados à estruturação da sede da guarda municipal de Três Marias MG e para fortalecimento da segurança pública local.
",Aquisição de microondas 30L,UN,10.0,52 - Equipamentos e Material Permanente,Equipamentos/material permanente,detalhado,IDENTIFICADO
