"id_plano_trabalho_analise","codigo_siorg_orgao_analise_pt","nome_orgao_analise_pt","situacao_planejamento_pt","situacao_parecer_analise_pt","texto_parecer_analise_pt","situacao_analise_pt","data_analise_pt","valor_reprovado_analise_pt","id_plano_trabalho"
146499,308796,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome","APROVADO","Aprovar Plano de Trabalho","conforme PARECER DE RECOMENDAÇÃO nº 678 – TRANSFERÊNCIAS ESPECIAIS anexo","Concluída","2025-10-03T21:37:06.211351",,34543
146567,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Após, complementação da solicitação registrada em 25/08/2025 e reiterada em 03/10/2025 o beneficiário atendeu os requisitos propostos:
•  Qual a destinação final dos resíduos que serão coletados;
Resposta: Destinação final dos resíduos sólidos urbanos coletados no município têm como destinação final o aterro sanitário/licenciado,
•	Volume diário estimado a ser coletado com o equipamento;
Resposta:  considerando a população estimada de Rio Preto da Eva/AM (cerca de 30 mil habitantes), o volume diário de resíduos sólidos urbanos coletados é de aproximadamente 27 a 36 toneladas/dia. 
•	Metodologia utilizada para dimensionar o equipamento solicitado;
 Resposta: Com base na geração per capita média de resíduos em municípios de porte similar (aproximadamente 0,9 a 1,2 kg/habitante/dia)
•	Indicação se a coleta existente é realizada por empresa pública ou privada.
: Atualmente, a coleta de resíduos no município é realizada pela Prefeitura Municipal de Rio Prero da Eva/AM
","Concluída","2025-10-03T22:19:17.834496",,39228
118964,308796,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome","EM_COMPLEMENTACAO","Não se aplica","•	Nos termos da legislação vigente, informamos que o objeto e metas propostas no Plano de Trabalho não tem vinculação as ações da política pública da Assistência Social do Sistema Único de Assistência Social – SUAS, do MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME-MDS.","Concluída","2025-08-14T14:51:03.992217",,37621
141495,235881,"Ministério da Justiça e Segurança Pública","APROVADO","Aprovar Plano de Trabalho","CONCLUSÃO (OBSERVAÇÕES e PRAZOS PARA ATENDIMENTO DAS DILIGÊNCIAS)

Ante o exposto e de acordo com as informações disponíveis, conclui-se que o plano de trabalho apresenta evidências de conformidade com o disposto no art. 2º, §3º da Lei Complementar nº 210 e ao art. 5º, §1º, Inciso I, alíneas ""a"" a ""g"", da Portaria Conjunta MGI/MF n.º 15 de 28 de julho de 2025. Com isso, considera-se que o plano de trabalho encontra-se APROVADO, nos termos da legislação aplicável, não se identificando óbices para o regular prosseguimento da proposta.

Ademais, a necessidade de que a execução dos recursos observe integralmente os princípios da legalidade, da impessoalidade, da eficiência e da transparência, bem como os mecanismos de controle social e institucional previstos nos normativos vigentes, inclusive em relação aos procedimentos licitatórios que serão realizados.

Ressalta-se ainda que, este Parecer não contempla a análise quanto ao cumprimento da aplicação mínima obrigatória de 70% (setenta por cento) em despesas de capital nas transferências especiais por autor, conforme disposto no art. 11 da Portaria Conjunta MF/MGI nº 15, de 28 de julho de 2025, tendo em vista a atribuição avocada pelo Ministério da Gestão e da Inovação em Serviços Públicos (MGI), na qualidade de órgão central do Sistema de Planejamento e de Orçamento Federal (SPOF), conforme tratativas anteriores.

É o parecer que se submete à consideração. ","Concluída","2025-09-24T15:35:15.855242",,36167
123103,308797,"Ministério do Esporte","REPROVADO","Reprovar Plano de Trabalho"," Plano de Ação Reprovado, conforme parecer anexo.","Concluída","2025-08-19T17:37:41.615813",198000,38804
123676,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025","Concluída","2025-08-20T14:48:25.394027",,43703
126692,235881,"Ministério da Justiça e Segurança Pública","APROVADO","Aprovar Plano de Trabalho","Ante o exposto e de acordo com as informações disponíveis, conclui-se que o plano de trabalho apresenta evidências de conformidade com o disposto no art. 2º, §3º da Lei Complementar nº 210 e ao art. 5º, §1º, Inciso I, alíneas ""a"" a ""g"", da Portaria Conjunta MGI/MF n.º 15 de 28 de julho de 2025. Com isso, considera-se que o plano de trabalho encontra-se APROVADO, nos termos da legislação aplicável, não se identificando óbices para o regular prosseguimento da proposta.

Ademais, a necessidade de que a execução dos recursos observe integralmente os princípios da legalidade, da impessoalidade, da eficiência e da transparência, bem como os mecanismos de controle social e institucional previstos nos normativos vigentes, inclusive em relação aos procedimentos licitatórios que serão realizados.

Ressalta-se ainda que, este Parecer não contempla a análise quanto ao cumprimento da aplicação mínima obrigatória de 70% (setenta por cento) em despesas de capital nas transferências especiais por autor, conforme disposto no art. 11 da Portaria Conjunta MF/MGI nº 15, de 28 de julho de 2025, tendo em vista a atribuição avocada pelo Ministério da Gestão e da Inovação em Serviços Públicos (MGI), na qualidade de órgão central do Sistema de Planejamento e de Orçamento Federal (SPOF), conforme tratativas anteriores.","Concluída","2025-08-23T00:30:18.207901",,38730
139425,308796,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome","APROVADO","Aprovar Plano de Trabalho","Prezado Gestor,
Segue, anexo PARECER DE RECOMENDAÇÃO nº 489– TRANSFERÊNCIAS ESPECIAIS
","Concluída","2025-09-16T15:48:05.876105",,40513
138096,308797,"Ministério do Esporte","APROVADO","Aprovar Plano de Trabalho","Plano de ação aprovado, conforme parecer anexo.","Concluída","2025-09-10T11:41:23.366016",,37032
130942,2045,"Instituto do Patrimônio Histórico e Artístico Nacional","APROVADO","Não se aplica","Nos termos da Portaria Conjunta MGI/MF n.º 15, de 28 de julho de 2025, que estabelece diretrizes para a análise dos planos de trabalho no âmbito das transferências especiais, é necessário observar a compatibilidade entre o objeto proposto e a área de competência do órgão responsável pela análise. No presente caso, verifica-se que as informações descritas no plano de trabalho não se enquadram no rol de atuação do Instituto do Patrimônio Histórico e Artístico Nacional (Iphan), uma vez que o objeto de execução da transferência não demonstra elementos de correspondência com as atribuições legais do órgão, não sendo cabível sua avaliação técnica no âmbito deste Instituto","Concluída","2025-08-26T16:08:47.740257",,38735
133199,308821,"Ministério da Cultura","APROVADO","Aprovar Plano de Trabalho","APROVA-SE o presente plano de ação, nos termos da Portaria Conjunta MGI/MF nº 15, de 28 de julho de 2025.
Conclui-se a análise para as providências subsequentes.","Concluída","2025-08-26T22:42:04.265109",,38735
146263,308814,"Ministério do Desenvolvimento, Indústria, Comércio e Serviços","EM_COMPLEMENTACAO","Não se aplica","Informo que as Metas não estão alinhados com as finalidades do Ministério do Desenvolvimento, Indústria, Comércio e Serviços. 

Dessa forma, solicitamos que verifiquem qual Ministério é responsável por atender o plano de ação e ajustem a função e sub função 

Em caso de dúvidas, acesse os tutoriais por meio do endereço: https://www.gov.br/transferegov/pt-br/manuais/transferegov/especiais, ou entre em contato com a Central de Atendimento por: 08009789008 – segunda-feira a sexta-feira, das 8h00 às 18:00 ou pelo Portal de Serviços no link: https://portaldeservicos.gestao.gov.br. 

Informações adicionais poderão ser obtidas com a Coordenação de Convênios e Parcerias, pelo telefone (61) 2027-7955, ou pelo e-mail: sdic.cconv@mdic.gov.br","Concluída","2025-10-03T19:07:50.103934",,43313
146552,72084,"Ministério do Turismo","EM_COMPLEMENTACAO","Solicitar Complementação","Informamos que, conforme enviado anteriormente, os itens passíveis de apoio pelo Ministério do Turismo são os seguintes:
1) metas deverão valer para cada uma das despesa do evento. Caso se trate de vários eventos, favor especificar a despesa seguida do evento em que ela será destinada. (ex: Meta 1: Contratação do artista xxxx, para apresentação no dia xx/xx/2025, no evento xxxx que ocorrerá entre os dias xx/xx/202x e xx/xx/202x);
Os itens/despesas passíveis de apoio pelo Ministério do Turismo são os seguintes:
- cachês de artistas e bandas musicais;
- divulgação do evento em mídia;
- locação de itens de estrutura, limitando-se a: gerador, banheiro químico, tenda e palco;
- locação e montagem de estande (inclusive do tipo “cozinha show”);
- locação de auditórios, salas de reuniões, centros de convenções, salões ou galpões;
- locação e produção de estruturas de identidade visual (pórtico, banner, windbanner, wind ball, balão blimp aéreo e flâmula).

Adicionalmente, solicita-se que seja indicado o e-mail dos conselhos locais ou instâncias de controle social, se houver.

Solicitamos que as adequações sejam encaminhadas até dois dias úteis.

Em caso de dúvidas, estamos à disposição pelos telefones (61) 2023-7979/7709 ou pelos e-mails cgfet@turismo.gov.br e maria.brito@turismo.gov.br.
 
 
Atenciosamente,

Maria Claudia de Brito
","Concluída","2025-10-03T22:11:39.83763",,43313
119653,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Plano de Trabalho aprovado em conformidade com as orientações contidas na PORTARIA CONJUNTA MF/MGI Nº 15, DE 28 DE JULHO DE 2025.","Concluída","2025-08-14T17:38:50.004142",,35573
123146,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Aprovar Plano de Trabalho","Aprovação Integral do Plano de Trabalho","Concluída","2025-08-19T18:19:23.788542",,37193
124028,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Aprovar Plano de Trabalho","Aprovação Integral do Plano de Trabalho

","Concluída","2025-08-20T18:24:01.345223",,36087
130570,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Aprovar Plano de Trabalho","Aprovação Integral do Plano de Trabalho

","Concluída","2025-08-26T15:11:17.914455",,41392
133247,308794,"Ministério do Desenvolvimento Agrário e Agricultura Familiar","APROVADO","Aprovar Plano de Trabalho","Trata-se da aprovação do Plano de Ação nº 09032025-084744.
Conforme Parecer MDA 325 (em anexo).","Concluída","2025-08-26T22:59:29.92997",,41990
145384,244,"Ministério da Educação","APROVADO","Aprovar Plano de Trabalho","Em resposta à solicitação de complementação de informações do MEC, o município inseriu justificativa para o valor do investimento, encartando três cotações de preços relativas ao tipo de veículo pleiteado. Assim, considera-se não haver óbice técnico para aprovação do plano de trabalho. ","Concluída","2025-10-03T12:10:06.497679",,39695
145463,253,"Fundo Nacional de Desenvolvimento da Educação","APROVADO","Não se aplica","Análise atribuída ao MEC ","Concluída","2025-10-03T14:04:41.672985",,39695
135972,308821,"Ministério da Cultura","APROVADO","Aprovar Plano de Trabalho","Diante do atendimento integral das exigências e da conformidade legal e técnica do projeto, manifesto-me favoravelmente à aprovação do plano de trabalho, nos termos do art. 7º, inciso I da Portaria Conjunta MF/MGI nº 15/2025.","Concluída","2025-09-04T01:44:29.226788",,40761
144688,304,"Ministério da Saúde","EM_COMPLEMENTACAO","Solicitar Complementação","A presente análise refere-se à proposta apresentada no âmbito da Portaria Conjunta MGI/MF nº 15/2025. 
Verificou-se a ausência de documentos obrigatórios, conforme legislação vigente: 

 
•	Programação Anual de Saúde (PAS): apresentar comprovação da previsão do objeto na PAS do ente beneficiário. Realizando envio em anexo. 

•	Email instância de controle: Não foi informado o e-mail do Conselho Municipal de Saúde (CMS) e/ou não foram informados os e-mails institucionais dos Tribunais de Contas aos quais o ente está vinculado para fins de notificação automática no Transferegov.br. 


 
Solicita-se que os documentos sejam apresentados para regularização da análise. 
 
","Concluída","2025-10-02T15:24:28.617037",,41897
139009,308795,"Ministério da Pesca e Aquicultura","APROVADO","Não se aplica","Objeto em desacordo com as competências do MPA.","Concluída","2025-09-15T11:37:30.467494",,42150
135741,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Não se aplica","O conteúdo do Parecer “Não se Aplica” se dá em razão de o Plano de Ação não ser compatível com as ações e finalidades da Secretaria Nacional de Políticas de Desenvolvimento Regional e Territorial – SDR, do Ministério da Integração e Desenvolvimento Regional – MIDR.","Concluída","2025-09-03T11:28:04.855039",,42150
136957,308793,"Ministério da Agricultura e Pecuária","APROVADO","Aprovar Plano de Trabalho","Prezados(as) Beneficiários(as), 
Informamos que o Plano de Ação nº 09032025-084013 / 2025 foi analisado por esta 
área técnica na presente data, com vistas à viabilização do respectivo Plano de 
Trabalho. 
Com base na avaliação objetiva realizada do plano de trabalho, que atende aos 
critérios legais, técnicos e operacionais estabelecidos pelas normas de regência, 
conforme dispõe o §1º, inc. I do  art. 5º da Portaria Conjunta MF/MGI nº 15, de 
2025, a presente avaliação refere-se exclusivamente à compatibilidade do plano de 
trabalho com as políticas públicas do órgão setorial. 
Dessa forma, com respaldo na documentação apresentada e na conformidade com 
os parâmetros normativos, recomenda-se a aprovação do Plano de Trabalho. 
Permanecemos à disposição para eventuais dúvidas ou esclarecimentos por meio 
dos contatos (61) 3218-3763 e 3218-3115.
Atenciosamente, 
Warley Ferreira
Supervisor Administrativo da Assessoria Técnica 
Coordenação-Geral de Parcerias Institucionais – CGPI 
","Concluída","2025-09-08T11:03:25.331399",,42150
137134,308794,"Ministério do Desenvolvimento Agrário e Agricultura Familiar","APROVADO","Não se aplica","O plano de ação apresentado não se enquadra nas ações orçamentárias do Ministério do Desenvolvimento Agrário e Agricultura Familiar (MDA), e as metas indicadas não possuem correspondência com a área de atuação ou com as competências institucionais desta Pasta.

Nesse sentido, solicita-se, com a devida atenção, que seja realizada consulta prévia à área temática pertinente, de modo a direcionar a proposta ao(s) ministério(s) competente(s), assegurando a adequada alocação dos recursos e a efetiva execução das políticas públicas correlatas. Os objetos padronizados podem ser consultados no link: https://www.gov.br/transferegov/pt-br/manuais/transferegov/especiais/orientacoes-gerais/objetos-padronizados-por-orgao.pdf.

Por fim, reforça-se que a correta identificação da área de atuação e do órgão competente é etapa essencial para garantir a conformidade técnica e legal das propostas, evitando retrabalho e otimizando o uso dos recursos públicos em benefício da sociedade.","Concluída","2025-09-08T14:29:37.535614",,42150
139062,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Não se aplica","Não se Aplica, considerando que o Plano de trablaho já está sendo analisado pelo Ministério da Agricultura e Pecuaria","Concluída","2025-09-15T14:47:35.819892",,35905
139709,308795,"Ministério da Pesca e Aquicultura","APROVADO","Não se aplica","Objeto em questão está em desacordo com as competências atribuídas a esse Ministério da Pesca e Aquicultura/MPA.","Concluída","2025-09-17T13:26:55.733803",,35905
140373,308794,"Ministério do Desenvolvimento Agrário e Agricultura Familiar","APROVADO","Não se aplica","O plano de ação apresentado não se enquadra nas ações orçamentárias do Ministério do Desenvolvimento Agrário e Agricultura Familiar (MDA), e as metas indicadas não possuem correspondência com a área de atuação ou com as competências institucionais desta Pasta.

Nesse sentido, solicita-se, com a devida atenção, que seja realizada consulta prévia à área temática pertinente, de modo a direcionar a proposta ao(s) ministério(s) competente(s), assegurando a adequada alocação dos recursos e a efetiva execução das políticas públicas correlatas. Os objetos padronizados podem ser consultados no link: https://www.gov.br/transferegov/pt-br/manuais/transferegov/especiais/orientacoes-gerais/objetos-padronizados-por-orgao.pdf.

Por fim, reforça-se que a correta identificação da área de atuação e do órgão competente é etapa essencial para garantir a conformidade técnica e legal das propostas, evitando retrabalho e otimizando o uso dos recursos públicos em benefício da sociedade.","Concluída","2025-09-19T14:26:38.786535",,35905
140466,308793,"Ministério da Agricultura e Pecuária","APROVADO","Aprovar Plano de Trabalho","Prezados(as) Beneficiários(as),
Informamos que o Plano de Ação nº 09032025-084602 / 2025  foi analisado por esta área técnica na presente data, com vistas à viabilização do respectivo Plano de Trabalho. Com base na avaliação objetiva realizada do plano de trabalho, que atende aos critérios legais, técnicos e operacionais estabelecidos pelas normas de regência, conforme dispõe o §1º, inc. I do art. 5º da Portaria Conjunta MF/MGI nº 15, de 2025, a presente avaliação refere-se exclusivamente à compatibilidade do plano de trabalho com as políticas públicas do órgão setorial. Dessa forma, com respaldo na documentação apresentada e na conformidade com os parâmetros normativos, recomenda-se a aprovação do Plano de Trabalho.
Permanecemos à disposição para eventuais dúvidas ou esclarecimentos por meio
dos contatos (61) 3218-3115
Atenciosamente,
Anna Waléria
Supervisora Administrativa da Assessoria Técnica
Coordenação-Geral de Parcerias Institucionais – CGPI","Concluída","2025-09-19T16:52:02.743584",,35905
141058,304,"Ministério da Saúde","APROVADO","Aprovar Plano de Trabalho","Nesses termos, e restrito às informações contidas no plano de trabalho, na Plataforma Transfergov.br, essa área técnica verificou que de acordo com o art. 3º da Portaria Conjunta MGI/MF n°. 15, de 28 de julho de 2025, recomenda-se a APROVAÇÃO.

Dessa forma, constata-se que todos os requisitos exigidos foram devidamente atendidos, não havendo impedimentos para a continuidade do processo e a consequente transferência dos recursos aos beneficiários.

Ressalta-se que a análise realizada não contempla a apreciação do custo/valor apresentado, observou-se exclusivamente os requisitos meritórios.

Salienta-se que compete ao beneficiário garantir os recursos humanos e de infraestrutura necessários à execução do objeto, de forma a permitir o alcance do objeto proposto, em conformidade com a legislação vigente e as informações constantes no plano de trabalho.

Esclarecemos que atuação do Ministério se limita à análise do Plano de Ação apresentado pelo beneficiário, exclusivamente para verificar o seu enquadramento às políticas públicas do Ministério. Não cabe ao órgão setorial acompanhar a execução dos recursos ou intervir na forma como são utilizados, sendo essa atribuição do próprio beneficiário e dos órgãos de controle competentes.

Dessa forma, o beneficiário assume total responsabilidade pela correta utilização dos recursos, devendo assegurar que sua aplicação esteja em conformidade com a legislação vigente. Também é de sua exclusiva responsabilidade a prestação de contas aos órgãos de controle e a adoção das medidas necessárias para evitar qualquer irregularidade.

Caso ocorra o uso indevido dos valores, eventuais sanções, penalidades ou exigências de devolução de recursos serão direcionadas ao beneficiário, não cabendo o Ministério da Saúde qualquer responsabilidade sobre esses aspectos.

 ","Concluída","2025-09-23T10:47:06.390013",,38228
142375,244,"Ministério da Educação","EM_COMPLEMENTACAO","Não se aplica","Análise atribuída ao FNDE.","Concluída","2025-09-26T16:20:47.888422",,38927
144342,253,"Fundo Nacional de Desenvolvimento da Educação","EM_COMPLEMENTACAO","Solicitar Complementação","Prezados, 
Conforme determina o art. 6º e seu parágrafo único, em conjunto com os termos do art. 5º, § 1º, inciso I, alínea “g”:
""os e-mails dos conselhos locais ou instâncias de controle social e dos tribunais de contas de que o ente beneficiário está sob jurisdição, para notificação automática do Transferegov.br;""
Esclarecemos que ainda consta pendente a inclusão do e-mail do Tribunal de Contas. Dessa forma, retornamos o presente Plano de Ação para complementação, no sentido de incluir o e-mail do Tribunal de Contas.
Solicitamos, por gentileza, que após conclusão da complementação das demandas acima seja notificada para o e-mail: transferenciasespeciais.cgest@fnde.gov.br
","Concluída","2025-10-02T07:11:33.55945",,38927
130723,308794,"Ministério do Desenvolvimento Agrário e Agricultura Familiar","APROVADO","Aprovar Plano de Trabalho","Esta unidade opina pela aprovação do Plano de Trabalho, uma vez que o mesmo atende de forma adequada às exigências normativas estabelecidas no art. 5º, § 1º, inciso I da Portaria Conjunta MF/MGI nº 15/2025.","Concluída","2025-08-26T15:35:33.868067",,36076
129481,308798,"Ministério das Cidades","APROVADO","Aprovar Plano de Trabalho","Cabe registrar que este parecer é de APROVAÇÃO APENAS A META 1, de COMPETÊNCIA DESTE MCID.","Concluída","2025-08-26T10:32:23.658786",,39210
132552,304,"Ministério da Saúde","APROVADO","Aprovar Plano de Trabalho","esses termos, e restrito às informações contidas no plano de trabalho,
na Plataforma Transfergov.br, essa área técnica verificou que de acordo com o art.
3º da Portaria Conjunta MGI/MF n°. 15, de 28 de julho de 2025, recomenda-se a
APROVAÇÃO.
Dessa forma, constata-se que todos os requisitos exigidos foram
devidamente atendidos, não havendo impedimentos para a continuidade do
processo e a consequente transferência dos recursos aos beneficiários.
 Ressalta-se que a análise realizada não contempla a apreciação do
custo/valor apresentado, observou-se exclusivamente os requisitos meritórios.
 Salienta-se que compete ao beneficiário garantir os recursos humanos e
de infraestrutura necessários à execução do objeto, de forma a permitir o alcance do
objeto proposto, em conformidade com a legislação vigente e as informações
constantes no plano de trabalho.
. Esclarecemos que atuação do Ministério se limita à análise do Plano de
Ação apresentado pelo beneficiário, exclusivamente para verificar o seu
enquadramento às políticas públicas do Ministério. Não cabe ao órgão setorial
acompanhar a execução dos recursos ou intervir na forma como são utilizados,
sendo essa atribuição do próprio beneficiário e dos órgãos de controle competentes.
Dessa forma, o beneficiário assume total responsabilidade pela correta
utilização dos recursos, devendo assegurar que sua aplicação esteja em
conformidade com a legislação vigente. Também é de sua exclusiva
responsabilidade a prestação de contas aos órgãos de controle e a adoção das
medidas necessárias para evitar qualquer irregularidade.
 Caso ocorra o uso indevido dos valores, eventuais sanções, penalidades
ou exigências de devolução de recursos serão direcionadas ao beneficiário, não
cabendo o Ministério da Saúde qualquer responsabilidade sobre esses aspectos.
","Concluída","2025-08-26T19:47:52.049919",,37039
132988,308794,"Ministério do Desenvolvimento Agrário e Agricultura Familiar","APROVADO","Aprovar Plano de Trabalho","Trata-se da análise do Plano de Ação nº 09032025-082600/2025, apresentado pelo Município de Altônia (PR), referente à Emenda Parlamentar nº 202531760003, de autoria do Deputado Dilceu João Sperafico, cujo objeto é “Aquisição De Máquinas, Implementos E Equipamentos Agrícolas Adaptados À Agricultura Familiar E Tecnologias Sociais”.","Concluída","2025-08-26T21:23:04.255128",,38963
129317,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Não se aplica","Não se aplica, tendo em vista que o plano de ação foi aprovado pelo Ministério da Agricultura e Pecuária. ","Concluída","2025-08-26T09:45:06.157545",,38744
129607,308794,"Ministério do Desenvolvimento Agrário e Agricultura Familiar","APROVADO","Não se aplica","O plano de ação apresentado não se enquadra nas ações orçamentárias do Ministério do Desenvolvimento Agrário e Agricultura Familiar (MDA), e as metas indicadas não possuem correspondência com a área de atuação ou com as competências institucionais desta Pasta.

Nesse sentido, solicita-se, com a devida atenção, que seja realizada consulta prévia à área temática pertinente, de modo a direcionar a proposta ao(s) ministério(s) competente(s), assegurando a adequada alocação dos recursos e a efetiva execução das políticas públicas correlatas. Os objetos padronizados podem ser consultados no link: https://www.gov.br/transferegov/pt-br/manuais/transferegov/especiais/orientacoes-gerais/objetos-padronizados-por-orgao.pdf.

Por fim, reforça-se que a correta identificação da área de atuação e do órgão competente é etapa essencial para garantir a conformidade técnica e legal das propostas, evitando retrabalho e otimizando o uso dos recursos públicos em benefício da sociedade.","Concluída","2025-08-26T11:04:43.529772",,38744
130260,308795,"Ministério da Pesca e Aquicultura","APROVADO","Não se aplica","Objeto em desacordo com as competências do MPA.","Concluída","2025-08-26T14:09:32.694779",,38744
133901,308793,"Ministério da Agricultura e Pecuária","APROVADO","Aprovar Plano de Trabalho","Prezados(as) Beneficiários(as),
Informamos que o Plano de Ação nº  09032025-078798 / 2025 foi analisado por esta área técnica na presente data, com vistas à viabilização do respectivo Plano de Trabalho.
Com base na avaliação objetiva realizada do plano de trabalho, que atende aos critérios legais, técnicos e operacionais estabelecidos pelas normas de regência, conforme dispõe o §1º, inc. I do art. 5º da Portaria Conjunta MF/MGI nº 15, de 2025, a presente avaliação refere-se exclusivamente à compatibilidade do plano de trabalho com as políticas públicas do órgão setorial. Dessa forma, com respaldo na documentação apresentada e na conformidade com os parâmetros normativos, recomenda-se a aprovação do Plano de Trabalho. Permanecemos à disposição para eventuais dúvidas ou esclarecimentos por meio dos contatos (61) 3218-3115 e 3218-3763.
Atenciosamente,
Anna Waléria
Supervisora Administrativa da Assessoria Técnica
Coordenação-Geral de Parcerias Institucionais – CGPI
","Concluída","2025-08-28T10:36:12.69247",,38744
133322,308794,"Ministério do Desenvolvimento Agrário e Agricultura Familiar","APROVADO","Aprovar Plano de Trabalho","Trata-se da aprovação do Plano de Ação nº 09032025-083160.
Conforme Parcer MDA (em anexo).","Concluída","2025-08-26T23:56:56.765222",,34174
134815,308793,"Ministério da Agricultura e Pecuária","APROVADO","Não se aplica","Prezados(as) Beneficiários(as), 
Informamos que o Plano de Ação nº 09032025-083160 / 2025, foi analisado por esta 
área técnica na presente data, com vistas à viabilizar o respectivo Plano de 
Trabalho. 
Contudo, na análise, foi verificado que no escopo do plano de trabalho não atende  
à finalidade de fomento ao setor agropecuário, que visa promover o 
desenvolvimento de pequenos, médios e grandes agricultores rurais. Portanto, o 
resultado da análise deste Ministério será “Não se Aplica”. 
Permanecemos à disposição para eventuais dúvidas ou esclarecimentos por meio 
dos contatos (61) 3218-3115 e 3218-3763. 
Atenciosamente, 
Warley Ferreira 
Supervisor Administrativo da Assessoria Técnica 
Coordenação-Geral de Parcerias Institucionais – CGPI","Concluída","2025-09-01T13:05:11.113607",,34174
133381,308794,"Ministério do Desenvolvimento Agrário e Agricultura Familiar","APROVADO","Não se aplica","Parecer de Não se Aplica, em razão de já constar aprovação de outro Ministério no Plano de Ação (Ministério da Agricultura e Pecuária).","Concluída","2025-08-27T08:37:29.353641",,41399
134985,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Não se aplica","Por se tratar de matéria já aprovada por outro órgão, não se aplica ao Ministério da Integração e Desenvolvimento Regional – MIDR.","Concluída","2025-09-01T17:08:42.791809",,41399
137793,308795,"Ministério da Pesca e Aquicultura","APROVADO","Não se aplica","Objeto em desacordo com as competências do MPA","Concluída","2025-09-09T16:13:17.804198",,41399
139354,308793,"Ministério da Agricultura e Pecuária","APROVADO","Aprovar Plano de Trabalho","Prezados(as) Beneficiários(as), Informamos que o Plano de Ação nº  09032025-077080/2025 foi analisado por esta área técnica na presente data, com vistas à viabilização do respectivo Plano de Trabalho. Com base na avaliação objetiva realizada do plano de trabalho, que atende aos critérios legais, técnicos e operacionais estabelecidos pelas normas de regência, conforme dispõe o §1º, inc. I do art. 5º da Portaria Conjunta MF/MGI nº 15, de 2025, a presente avaliação refere-se exclusivamente à compatibilidade do plano de trabalho com as políticas públicas do órgão setorial. Dessa forma, com respaldo na documentação apresentada e na conformidade com os parâmetros normativos, recomenda-se a aprovação do Plano de Trabalho. PARECER Nº 111/2025/ASSESSORIA-CGPI/CGPI-SPOA/SPOA-MAPA/SE/MAPA
Permanecemos à disposição para eventuais 
Supervisora Administrativa da Assessoria Técnica Coordenação-Geral de Parcerias Institucionais – CGPI ","Concluída","2025-09-16T14:18:31.183458",,41399
143749,304,"Ministério da Saúde","APROVADO","Aprovar Plano de Trabalho","Nesses termos, e restrito às informações contidas no plano de trabalho, na Plataforma Transfergov.br, essa área técnica verificou que de acordo com o art. 3º da Portaria Conjunta MGI/MF n°. 15, de 28 de julho de 2025, recomenda-se a APROVAÇÃO.

Dessa forma, constata-se que todos os requisitos exigidos foram devidamente atendidos, não havendo impedimentos para a continuidade do processo e a consequente transferência dos recursos aos beneficiários.

Ressalta-se que a análise realizada não contempla a apreciação do custo/valor apresentado, observou-se exclusivamente os requisitos meritórios.

Salienta-se que compete ao beneficiário garantir os recursos humanos e de infraestrutura necessários à execução do objeto, de forma a permitir o alcance do objeto proposto, em conformidade com a legislação vigente e as informações constantes no plano de trabalho.

Esclarecemos que atuação do Ministério se limita à análise do Plano de Ação apresentado pelo beneficiário, exclusivamente para verificar o seu enquadramento às políticas públicas do Ministério. Não cabe ao órgão setorial acompanhar a execução dos recursos ou intervir na forma como são utilizados, sendo essa atribuição do próprio beneficiário e dos órgãos de controle competentes.

Dessa forma, o beneficiário assume total responsabilidade pela correta utilização dos recursos, devendo assegurar que sua aplicação esteja em conformidade com a legislação vigente. Também é de sua exclusiva responsabilidade a prestação de contas aos órgãos de controle e a adoção das medidas necessárias para evitar qualquer irregularidade.

Caso ocorra o uso indevido dos valores, eventuais sanções, penalidades ou exigências de devolução de recursos serão direcionadas ao beneficiário, não cabendo o Ministério da Saúde qualquer responsabilidade sobre esses aspectos.
","Concluída","2025-10-01T11:23:57.93405",,34368
127575,308799,"Ministério da Integração e do Desenvolvimento Regional","APROVADO","Não se aplica","Não se aplica","Concluída","2025-08-25T10:26:18.238632",,38813
128472,308795,"Ministério da Pesca e Aquicultura","APROVADO","Não se aplica","A análise do Plano de Trabalho constatou que o objeto da execução não está alinhado ao campo de atuação do Ministério da Pesca e Aquicultura. Diante disso, recomenda-se o encaminhamento do plano aos órgãos mais adequados para análise.","Concluída","2025-08-25T17:01:57.147963",,38813
