"id_relatorio_gestao","situacao_relatorio_gestao","parecer_relatorio_gestao","id_plano_acao"
11373,"EM_ELABORACAO","O recurso desta emenda disponibilizada ao Estado do Acre foi destinado para a (s) seguinte (s) meta (s):

•	Reforma e Ampliação da Piscina do Quartel do Corpo de Bombeiros de Cruzeiro do Sul.

Situação da (s) meta (s): A “Reforma e Ampliação”, da piscina do 4ºBEPCIF, beneficia não somente o batalhão, mas toda a Regional do Juruá, pois é a única piscina disponível para atender a demanda do batalhão. Além da sua atividade fim, o 4º BEPCIF também desenvolve atividades sociais como o Projeto Social Bombeiro Mirim. 
Até o presente momento houve a celebração do Contrato Administrativo nº 09/2024 assinado em 20/03/2024, e emitida a ordem de serviço para empresa contratada em 16/04/2024.
",20806
7223,"DISPONIBILIZADO","Ações executadas: 
Ampliação do CEI Ivete Spezia Schmitt (Contrato 110/2022)
Valor total do contrato: R$ 544.405,62
Repasse da emenda (investimento): R$ 250.000,00
Contrapartida do Município: R$ 294.405,62

Obra para acompanhar no Portal de Transparência do Município:
https://www.engegov.net.br/portal-gevo/dashboard.xhtml?cidade=4900
",21860
6811,"DISPONIBILIZADO","Objeto: Execução das Obras de Infraestrutura Urbana: Recapeamento Asfáltico em Ruas do Município de Pederneiras/SP.

Metas a serem alcançadas: Recapeamento asfáltico de ruas do município, promovendo melhorias na mobilidade urbana, melhor qualidade de vida aos munícipes, crescimento sustentável e planejamento urbano.

O Município de Pederneiras visa o fomento do desenvolvimento urbano com redução das desigualdades regionais e interregionais, a promoção do desenvolvimento sustentável, respeitando as identidades e a diversidade cultural contribuindo para melhora da qualidade de vida de nossos cidadãos, promovendo a estruturação de áreas urbanas do município com adequação e recuperação das vias públicas para atender os anseios da população

Início das Obras: 30/05/2023
Término das Obras: 29/06/2023

Valor Total da Obra: R$ 360.762,52, sendo:
- R$ 250.000,00 de Recursos de Repasse (Transferências Especiais)
- R$ 110.762,52 de Contrapartida 


100% despesa de capital / investimento
Classificação Orçamentária: 4.4.90.51.00 - Obras e instalações

A referida obra foi 100% executada, sendo aplicado em sua totalidade os recursos de repasses por meio de Transferência Especial.
",14735
8562,"DISPONIBILIZADO","FORAM ADQUIRIDAS DUAS AMBULÂNCIAS ATRAVÉS DO PROCESSO LICITATÓRIO Nº 180/2022, PREGÃO ELETRÔNICO Nº 54/2022, SENDO QUE UMA FOI PAGA COM O RECURSO NO VALOR DE R$ 145.933,00 (CENTO E QUARENTA E CINCO MIL, NOVECENTOS E TRINTA E TRÊS REAIS) E PARTE DO RECURSO, NO VALOR DE R$ 39.866,00 (TRINTA E NOVE MIL, OITOCENTOS E SESSENTA E SEIS REAIS), FOI UTILIZADO PARA COMPLEMENTAR O PAGAMENTO DA OUTRA AMBULÂNCIA.",20354
6916,"DISPONIBILIZADO","1.–  REFORMA DE CENTROS DE CONVIVÊNCIA ESPORTIVO JD. NILTON TORRES E  REFORMA E AMPLIAÇÃO DE CAMPO DE FUTEBOL VL. MARIA DOS PRAZERES  -  R$ 500.000,00
    1.1 – Processo Licitatório, Contrato e Nota de Empenho*:
         1.1.1 – Viva Construções (CPL: 499/2022): https://bit.ly/3WuHj99 
    1.2 – Nota Fiscal, Ordem de Pagamento e Comprovante de Pagamento:
         1.2.1 – Comprovante pagamento NF 408
         1.2.2 – Comprovante pagamento NF 433
         1.2.3 – Comprovante pagamento NF 449
         1.2.4 - Comprovante  pagamento NF 462
    1.3 - Documentos de conclusão:
          1.3.1 - Termo de Entrega Provisório_CPL 499-2022.
          1.3.2 - Rel. de Conclusão da Obra do CCE Jd. Nilton Torres - CPL 499-2022
          1.3.3 - Rel. de Conclusão da Obra do CCE Vl. Mª. dos Prazeres - CPL 499-2022


2.-  REFORMA DE CENTRO DE CONVIVÊNCIA ESPORTIVO JD. COPAIBA -  R$ 500.000,00
   2.1.– Processo Licitatório, Contrato e Nota de Empenho*:
        2.1.1 – Viva Construções (CPL: 582/2022): https://bit.ly/3R3oCan

 2.2 - Nota Fiscal, Ordem de Pagamento e Comprovante de Pagamento:
       2.2.1 - Comprovante pagamento NF 480
       2.2.2 - Comprovante pagamento NF 488
       2.2.3 - Comprovante pagamento NF 504


* Link de acesso aos documentos no Portal da Transparência do Município de Sorocaba.


",21704
6810,"DISPONIBILIZADO","Objeto: Execução das Obras de Revitalização de Praça Esportiva no Município de Pederneiras/SP.

Metas a serem alcançadas: Reforma e revitalização da praça que irá agregar qualidade de vida para os munícipes da região, proporcionando opções de lazer e esportes.


Início das Obras: 28/12/2022
Término das Obras: 07/08/2023


Valor Total da Obra: R$ 326.500,00, sendo:
- R$ 250.000,00 de Recursos de Repasse (Transferências Especiais)
- R$ 76.500,00 de Contrapartida 


100% despesa de capital / investimento
Classificação Orçamentária: 4.4.90.51.00 - Obras e instalações


A referida obra foi 100% executada, sendo aplicado em sua totalidade os recursos de repasses por meio de Transferência Especial.
",21975
11106,"DISPONIBILIZADO","Apresentamos o RELATÓRIO DE GESTÃO PARCIAL referente à Transferência Especial vinculados ao Plano de Ação n° 09032022-015493. Este relatório está em total conformidade com a INSTRUÇÃO NORMATIVA - TCU Nº 93, DE 17 DE JANEIRO DE 2024, especialmente o seu artigo 3º, que obriga que o ente federado beneficiado por transferências especiais deve elaborar um relatório de gestão a ser inserido na plataforma Transferegov.br, contendo informações e documentos pertinentes aos recursos recebidos.",15493
1448,"DISPONIBILIZADO","A mecanização da produção agrícola proporcionou um aumento expressivo da produtividade, da eficiência e da qualidade das operações agropecuárias, até então, realizadas manualmente. Entre as melhorias proporcionadas pela mecanização agrícola estão a maior rapidez dos processos de plantio e colheita, maior facilidade para manejo e manutenção das lavouras, maior produtividade e até mesmo padronização dos processos. 
Portanto, as Máquinas e Implementos Agrícolas devem ser pontos importantes de atenção no campo, uma vez que estes ativos não só representam grandes investimentos para o pequeno e o grande produtor, mas também representam o coração de toda a operação agrícola. Com isso a Aquisição de Implementos Agrícolas será de grande importância para todos os produtores de nosso município gerando trabalho, produtividade e renda.
Nossa proposta de aquisição poderá ser de:

02 Carretas Basculantes para Trator de 06 Toneladas
01 Forrageira 1000AT",16766
6999,"DISPONIBILIZADO","Aquisição de diversos equipamentos para a Coordenadoria Bem-Estar Animal",17523
7001,"DISPONIBILIZADO","Aquisição de Spark",18068
7004,"DISPONIBILIZADO","Aquisição de Spark",21447
12632,"EM_ELABORACAO","1) REFORMA DO TERMINAL RODOVIÁRIO, NO MUNICÍPIO DE AMARGOSA/BA; 2) LOCAÇÃO DE VEICULO AUTOMOTOR A DIESEL COM BASCULANTE ACOPLADO",14378
15385,"EM_ELABORACAO","O objeto foi executado através do Termo de Contrato nº 227/2023 firmado com a Empresa Balugart - Processo Licitatório nº 166/2023 - Tomada de Preços nº 009/2023.",19265
11570,"DISPONIBILIZADO","Valor executado em Pavimentação em CBUQ da Rua Portugal - Bairro Jardim Graziela - Pavimentação asfáltica em Concreto Betuminoso Usinado à Quente – CBUQ, incluindo: serviços preliminares, terraplenagem, drenagem, base e subbase, meio e sarjeta, revestimento em CBUQ, paisagismo e urbanismo, sinalização de trânsito e serviços diversos.
",21871
15989,"EM_ELABORACAO","Por meio da transferência especial 2022, o qual indicou o montante de R$ 800.000,00 para custeio, foi utilizado o recurso para realização dos festejos juninos do município.
e o montante de R$ 1.400000,00 para investimento foi utilizado para pavimentação em paralelepípedo no povoado Miranda, Suarana, Quem Dera, Angás, revitalização de praças como Bejamim Constant, Rosalvo Rodrigues, Eraldo Barbosa. Frei Damião e Dionizia de Melo, Construção do espaço de Convivência, pavimentação no povoado Vila Verde.",14424
11590,"DISPONIBILIZADO","Execução de Pavimentação em CBUQ da Rua São Gabriel - Bairro Jardim Monte Santo - Pavimentação asfáltica em Concreto Betuminoso Usinado à Quente – CBUQ, incluindo: serviços preliminares, terraplenagem, drenagem, base e subbase, meio e sarjeta, revestimento em CBUQ, paisagismo e urbanismo, sinalização de trânsito e serviços diversos.
",16704
8436,"EM_ELABORACAO","Contratação de Empresa para Execução das Obras de Revitalização do Campo de Bocha, no Bairro Jardim Ipiranga. Tendo como vencedora  a Empresa "" R. Maluf Engenharia e Cosbtruções Ltda"", ocorrida através do procedimenrto licitatório nº 083/2023, na modalidade Dispiensa de Licitação com regime de execução da obra por empreitada por preço unitário. processo Administrativo nº 2.008/2023. O valor do contrato é de R$ 193.841,92, sendo R$ 119.365,00 através da emenda parlamentar bº 202223660001 do Deoutado Vanderlei Macris (modalidade Transferencias Especiais) e R$ 74.476,92 com cntrapartida do municipio. A obra teve inicio em 21/03/2024 conforme documento anexo.",17521
8419,"DISPONIBILIZADO","Aquisição de Caminhão Truck Basculante, com caçamba de 10m³",16727
4455,"DISPONIBILIZADO","Vimos encaminhar os anexos, do relatório de gestão em face da Transferência Especial para programas continuados, que correlaciona a indicação de recurso oriundo de Emenda Parlamentar nº 37460003 a Secretaria Municipal de Esportes, através do oficio 234/GAB-717/2022, tendo como autora a Deputada Renata Abreu.""",19349
10452,"EM_ELABORACAO","1) - Aquisição de Armas de Fogo com Calibre 9mm modelo Pistola Semiautomática e Carabina Semiautomática, para atender as necessidades da Secretaria Municipal de Segurança no intuito de combater a criminalidade no Município de Paranaguá - Pr.
Empresa: Taurus Armas S/A - R$ 147.900,00 - Nota de Empenho 14542/2023 -  NF 1273824 
Empresa: Puma Artigos de Segurança Ltda - R$ 43.680,00 - Nota de Empenho 15759/2023 - NF1558
Empresa: Puma Artigos de Segurança Ltda - R$ 10.920,00 - Nota de Empenho 2948/2024 - NF 1626
Total >>> R$ 202.500,00   
                   
",15008
8325,"DISPONIBILIZADO","aquisição de veiculo para a assistência social, o veiculo ficou uma valor maior do que o recebido mas teve como contrapartida da prefeitura a complementação.",18755
4709,"DISPONIBILIZADO","Trata-se de emenda parlamentar 202240350003-Luiz Carlos Motta
Processo 16428/2022 / Tomada de Preços nº 19/2022 / Edital 143/2022 / Contrato 209/2022

Empresa vencedora: HY Construtora Eireli
Valor do contrato: R$ 261.503,00
Valor de repasse: R$ 200.000,00
Valor de contrapartida: R$ 61.503,00

Ordem de serviço início: 07/11/2022
Obra finalizada: 31/03/2023
Laudo de conclusão de obra datado de 08/02/2023

1ª Medição: R$ 6.652,44 - Paga em 23/12/2022
Tributos: ISSQN: R$ 79,83
Data da vistoria: 07/12/2022
2,54% execução dos serviços

2ª Medição: R$ 254.850,57 - Paga em 07/03/2023
Tributos: ISSQN: R$ 3.058,21
Data da vistoria: 31/01/2023
100% execução dos serviços
",20744
4433,"DISPONIBILIZADO","Executado pavimentação em diversas ruas do município e revitalização da praça Seresteiro João Pequeno",19394
7203,"EM_ELABORACAO","O recurso de R$200.000,00 (duzentos mil reais) referente a emenda de Transferência Especial do Deputado Jerônimo Goergen foi utilizado, juntamente com contrapartida financeira no valor de R$219.597,53 (duzentos e dezenove mil, quinhentos e noventa e sete reais e cinquenta e três centavos), na execução da obra de construção da RUA COBERTA no Município de Eugênio de Castro, localizada na Travessa Maria Canova nº78 ao lado da Praça José Dezordi. O processo licitatório da obra ocorreu na data de 19/10/2023 através do Edital Tomada de Preços nº06/2023, processo nº1908/2023 e teve como vencedora do certame a empresa NISA ENGENHARIA LTDA, CNPJ nº17.731.280/0001-00 com o valor de R$419.597,53, conforme contrato nº145/2023. A ordem de início da obra foi dada em 24/10/2023, os pagamentos do valor da obra foram divididos em 06 medições, sendo o PAGAMENTO 01 referente a NF 367 no valor bruto de R$37.422,71, pago em 01/11/2023 com recursos próprios de contrapartida, o PAGAMENTO 02 referente a NF 369 no valor bruto de R$103.620,11, pago em 10/11/2023 com recursos da transferência especial, o PAGAMENTO 03 referente a NF 374 no valor bruto de R$45.958,97, pago em 22/11/2023 com recursos da transferência especial, o PAGAMENTO 04 referente a NF380 no valor bruto de R$151.066,83, pago em 21/12/2023 com recursos próprios de contrapartida, o PAGAMENTO 05 referente a NF385 no valor bruto de R$75.265,37, pago em 28/12/2023, sendo R$50.420,92 com recursos da transferência especial (utilização integral do recurso) e R$24.844,45 com recursos de contrapartida, e o PAGAMENTO 06 referente a NF401 no valor bruto de R$6.263,54, pago em 01/03/2024 com recursos de contrapartida. Obra concluída integralmente e entregue em 01/03/2024, conforme fotos anexas.",18337
4719,"DISPONIBILIZADO","Trata-se de Emenda Parlamentar n.º 202241550007 - Kim Kataguiri
Objeto - Prestação de serviços com fornecimento de mão de obra, equipamentos e materiais para recapeamento asfáltico na Avenida 25 de Agosto entre a 4ª Avenida e 1ª Avenida no Bairro Exposição no Município de Barretos/SP
Processo licitatório n.º 16.426/2022
Tomada de Preços 23/2022
Edital n.º 159/2022
Contrato n.º 229/2022
Empresa vencedora - HP Engenharia LTDA
Valor contrato - R$ 251.020,89
Valor Repasse - R$ 250.000,00
Valor Contrapartida - R$ 1.020,89
Ordem de Serviço - 29/11/2022
Laudo conclusão da obra - 08/02/2023
Medição única
Valor - R$ 251.028,89
Pago em - 12/04/2023
Valor líquido pago - R$ 241.933,93
Tributos:
INSS - R$ 2.761,23
IR - R$ 1.807,35
ISS - R$ 4.518,38",21662
4328,"EM_ELABORACAO","RECAPEAMENTO DE VIAS PUBLICAS.
As ruas a serem recapeadas com esse recurso, são vias muito utilizadas pela população, por serem vias que levam ao distrito industrial do municipio. Por elas o fluxo de carros, motos e ciclistas é constante.",20443
10648,"DISPONIBILIZADO","Processo licitatório 6896/2024 de Aquisição de Veículo Defesa Civil -  P.E 39/2024 ",19839
4292,"DISPONIBILIZADO","O MUNICÍPIO DE ALTO PIQUIRI REALIZOU O PROCESSO LICITATÓRIO TOMADA DE PREÇO N. 02/2022/PROCESSO LICITATÓRIO N. 28/2023, para fins de contratação de empresa prestadora de serviços no ramo de pavimentação asfáltica da Rua Projetada G, trecho compreendido entre as Ruas das Tulipas e Rua das Ortências, com área de 1.316,20 m², nos termos do projeto básico de engenharia elaborado pelo departamento de engenharia da Prefeitura. A sessão de abertura da licitação ocorreu em 16/03/2023, as 9horas, na sede da Prefeitura Municipal, tendo como vencedora do certame a empresa: SOTRAN - CONSTRUTORA E TERRAPLENAGEM LTDA, com proposta final de R$287.573,15, sendo que deste valor o Município assumiu como contrapartida  a importância R$137.573,15 de  celebrado o contrato n. 64/2023. Durante o decorrer da obra foi celebrado um termo aditivo de valor para redimensionamento do objeto no total de R$ 25.631,63, os quais foram assumidos com recursos próprios da Prefeitura. A obra foi concluída e inaugurada em 24/04/2023",18644
10110,"EM_ELABORACAO","Os recursos encaminhados serão utilizados para contratação de Empresa especializada na elaboração e instalação de exposição científico cultural para servir de acervo permanente no Museu de Ciência e Tecnologia de Volta Redonda. Atualmente o Museu está sendo construído no município pelo Governo do Estado do Rio de Janeiro e os trâmites licitatórios estão ocorrendo paralelamente, conforme Plano de Trabalho anexo.",21654
10111,"EM_ELABORACAO","Os recursos encaminhados serão utilizados para contratação de Empresa especializada na elaboração e instalação de exposição científico cultural para servir de acervo permanente no Museu de Ciência e Tecnologia de Volta Redonda. Atualmente o Museu está sendo construído no município pelo Governo do Estado do Rio de Janeiro e os trâmites licitatórios estão ocorrendo paralelamente, conforme Plano de Trabalho anexo.
",14845
6773,"DISPONIBILIZADO","Recurso já disponibilizado para as devidas entidades contempladas pela emenda parlamentar.",17444
6984,"DISPONIBILIZADO","Os recursos foram aplicados em obras de poços artesianos, garantido a diversas famílias a garantia de acesso agua potável.",19544
6815,"DISPONIBILIZADO","Recurso utilizado para aquisição de veículos.",17698
4357,"DISPONIBILIZADO","Recurso destinado para a construção de 22 unidades habitacionais para famílias com vulnerabilidade social",19127
7426,"DISPONIBILIZADO","os recursos foram usados na aquisição de uma retro e caminhão a titulo de contrapartida valor R$ 93.791,61 , restante para complemento da contrapartida foram usados de outra emenda que são  na mesma conta . usou 150.000,00 para equipamentos, os 93.791,61 foram usados da outra emenda parlamentar depositados na mesma conta e R$ 124.451,65 para pagamento da drenagem feita no Bairro Nossa senhora Aparecida . totalizando assim todo recurso da conta da transferência especial.",21537
7094,"DISPONIBILIZADO","Recurso utilizado para execução de Micro revestimento Asfáltico em vias Centrais do Município de Ubiratã, conforme documentos em anexo. Informamos também que para execução desse micro revestimento  foi utilizado saldo de rendimentos referente a emenda especial 202118760001.",17111
8035,"EM_ELABORACAO","Conforme instrução normativa do TCU nº 93, de 17 de janeiro de 2024, a Prefeitura Municipal de Tavares informa que o recurso da transferência especial destinado a investimento foi executada a A Pavimentação de Ruas na Zona Urbana do Município no valor de R$ 500.000,00. A execução desse objeto foi concluída em junho de 2024.",17885
8155,"EM_ELABORACAO","Aquisição de Armas de Fogo com Calibre 9mm modelo Pistola Semiautomática e Carabina Semiautomática, para atender as necessidades da Secretaria Municipal de Segurança no intuito de combater a criminalidade no Município de Paranaguá - Pr..

R$ 150.000,00 - Valor recebido do Parlamentar
R$ 8.100,00 - Valor referente a Parte da Rentabilidade.
R$ 158.100,00 - Total da Despesa

",16701
8415,"DISPONIBILIZADO","Aquisição de Veículo para transporte de pacientes do SUS",19857
7934,"DISPONIBILIZADO","Aquisição de 01 Veículo Novo Tipo Minivan 7 Lugares.",19032
7131,"DISPONIBILIZADO","Aquisição de um caminhão caçamba basculante",15133
7134,"EM_ELABORACAO","Construção do Campo Municipal de Futebol no Bairro Veneza em São José do Norte-RS",15300
3151,"EM_ELABORACAO","O recurso será aplicado no âmbito esportivo. A obra será na área do Skatepark Municipal. Até o momento o Município busca empresas especializadas para elaboração do Projeto Executivo.",19033
8199,"EM_ELABORACAO","Contratação de empresa especializada para o fornecimento de 02 (dois) módulos de arquibancadas metálicas e 140 (cento e quarenta) assentos para arquibancada em plástico, para serem utilizadas no Ginásio Municipal Mário Malta.",20049
10990,"DISPONIBILIZADO","Os recursos da emenda especial destinada ao Município de Itapecuru Mirim, Estado do Maranhão foi
executada na seguinte ação:
1: Construção de Campo de Futebol no Povoado Tingidor.",21363
7423,"DISPONIBILIZADO","os recursos foram usados na aquisição de uma retroe caminhão a titulo de contrapartida valor R$ 243.791,61 , restante para complemento da contrapartida foram usados de outra emenda que são  na mesma conta . usou 150.000,00 para equipamentos, os 93.791,61 foram usados da outra emenda parlamentar depositados na mesma conta ",16964
4669,"DISPONIBILIZADO","O repasse foi utilizado para pagamento de duas ações: 1ª) Pagamento de medição da Obra de Execução do Terminal Rodoviário Municipal, conforme processo licitatório 72/2022, Empresa Seval Construções Ltda, nota fiscal º 452 de 09/06/2023 no valor de R$ 181.475,20, sendo R$ 108.880,63 pagos com recursos provenientes de transferência especial e o restante com recursos de contrapartida do município. Dotação Orçamentária: 02.10.26.782.0032.1072.4.4.90.51.00.01. 2ª) Pagamento de contrapartida para aquisição de uma máquina Tipo Motoniveladora, conforme processo licitatório 29/2023, Empresa JRMM Comércio Ltda, nota fiscal º 37 de 26/05/2023 no valor de R$ 1.377.000,00, sendo R$ 47.000,00 pagos com recursos provenientes de transferência especial. Dotação Orçamentária: 02.08.20.605.0042.1070.4.4.90.52.00.",16970
10970,"DISPONIBILIZADO","Os recursos da emenda especial destinada ao Município de Itapecuru Mirim, Estado do Maranhão
foram executadas nas seguintes ações:
1: Pavimentação em bloquetes sextavados em vias públicas;
2: Fornecimento de manilhas de concreto.",14412
7267,"EM_ELABORACAO","Pavimentação em Alvenaria Poliédrica de Via Pública do Município de Carmo do Cajuru – Distrito de Santo Antônio da Serra.",14294
16254,"EM_ELABORACAO","Pavimentação em Alvenaria Poliédrica de Via Pública no Município de Carmo do Cajuru - Calçamento da Rua 06 no Bairro Retiro do Lago Aquisição de 01 Kit de Academia ao Ar Livre - Praça Líbano Aquisição de 01 Kit de Academia ao Ar Livre - Retiro do Lago
",16953
6768,"EM_ELABORACAO","Reforma e ampliação da UPA Adulto na Região Central, para a instalação de tomógrafo",14762
7891,"DISPONIBILIZADO","Aquisição de Veículos para uso do Conselho Tutelar de Caraguatatuba
Veículos estão sendo adquiridos através do Pregão Eletrônico nº 35/2024 - Em execução
- Programa e ação do QDD que será indicada (fonte 05)
- Dotação orçamentária: 13.03.08.243.0148.2.331.449052.05.0000000 - Fonte 5 – Federal – R$ 100.000,00

- Previsão de prazo para conclusão do objeto.
Prazo para conclusão do objeto até 31/12/2024.



",16746
8365,"EM_ELABORACAO","O valor foi utilizado para aquisição do parque infantil da praça municipal.",17708
4507,"EM_ELABORACAO","Com os recursos provenientes desta Emenda Especial, a Administração Municipal utilizou os recursos para o atendimento de Investimentos Obras como Ampliação e Reforma da Creche Júlia Guimarães 2° Etapa no Município de Limoeiro/PE - PL 017.2022 - Pregão Eletronico n° 013.2022; Construção dos Banheiros Publicos Situados na Praça da Bandeira neste Município - PL n° 017/2022 - Tomada de Preços n° 003.2022. Para o Atendimento Custeio foi realizado pagamentos da locação de equipamentos diversos para o atendimento da instalação da Estrutura  das Festividades Juninas do Município de Limoeiro/PE, Ano de 2022 PL 016.2022 - Pregão Eletronico n° 012.2022/Registros de Preços, conforme segue anexo os documentos apensados nessa Plataforma.",16357
4465,"EM_ELABORACAO","Com os recursos provenientes desta Emenda Especial, a Administração Municipal utilizou os recursos para o atendimento de Investimentos Obras como Revitalização Canteiro Central da Cidade; Aporte de Contrapartida para as Obras das Ações de Infraestrutura Urbana, com a Construção de 01 (uma) Ponte sobre o Rio Capibaribe, Pavimentação por Calçamento em diversas Ruas do Município de Limoeiro/PE, do Convenio 821911.2015 - Transferegov; Pagamento do 1° BM Referente ao Termo Aditivo acrescido no Contrato 066.2021 da Meta Ponte - 821911.2015 - Transferegov. Para o Atendimento Custeio foi realizado pagamentos de Caches Artisticos  das apresentações dos Cantores e Bandas da Festividades Juninas do Município de Limoeiro/PE, Ano de 2022, conforme segue anexo os documentos apensados nesta Plataforma.",15639
4535,"EM_ELABORACAO","Foram adquiridos 01 veículo SEDAN e 01 veículo utilitário tipo Pick-Up para atendimento técnico às propriedades rurais do município.",15127
4349,"DISPONIBILIZADO","A aquisição do veículo foi realizada por meio de Processo Licitatório modalidade  Pregão Eletrônico de número 050/2022 - Processo 22643/2022.
O veículo foi entregue por meio de Termo de Doação pela Lei Municipal 7.237/2023.",21370
7382,"EM_ELABORACAO","= Por meio da Transferência Especial 2022, oriundo da emenda n° 202223310006 da Sen. Maria do Carmo, a qual, indicou o montante de R$ 300.000,00 para serviços de custeio. Dentro desse plano de ação, o recurso foi utilizado para custear a comemoração dos Padroeiros: Nossa Senhora da Boa Hora e São Roque, no município de Campo do Brito/Se.
•	Justificativa: Considerando que a comemoração dos padroeiros do município, é um evento tradicional religioso com manifestações culturais que mobilizam a comunidade como um fator de integração, que perpetua as tradições e crenças religiosas, fortalecendo os vínculos e pertencimento ao grupo. A comemoração dos padroeiros Nossa Senhora da Boa Hora e São Roque contribui na afirmação da identidade cultural religioso local, reforçando a diversidade cultural e ampliando o fluxo turístico, e consequentemente o aquecimento econômico da região.
•	Para realizar a comemoração dos padroeiros do município, foi realizado a contratação de artistas, através de processo licitatório na modalidade de Inexigibilidade n° 20/2023 da empresa NF Shows e Representações Ltda, sob o Contrato n° 163, no valor total de R$ 95.000,00. O valor da emenda foi usado para pagamento da apresentação do cantor Nadson o Ferinha, conforme notas fiscais 130 e 96;
•	Processo licitatório na modalidade de Inexigibilidade n° 19/2023 da empresa DAM Eventos Diversionais Ltda, sob o Contrato n° 162, no valor total de R$ 111.250,00. O valor da emenda será usado para pagamento da apresentação da banda Mastruz com Leite, conforme notas fiscais 313 e 328;
•	Processo licitatório na modalidade de Inexigibilidade n° 16/2023 da empresa IL Shows Ltda, sob o Contrato n° 144. O valor da emenda será usado para pagamento da apresentação da banda Iguinho e Lulinha, no valor total de R$ 93.750,00, conforme nota fiscal 220;

Segue em anexo: Processos de Inexigibilidade, Contratos, Notas fiscais e pagamentos... 
",15492
10340,"DISPONIBILIZADO","AQUISIÇÃO DE MATERIAIS PERMANENTES PARA MANTER O SERVIÇO IDOSO EM ABRIGO - PSE, ATENDENDO À SECRETARIA DE ASSISTÊNCIA SOCIAL E EDUCAÇÃO PROFISSIONALIZANTE.
Relatório de Gestão e demais documentos segue em anexo.",20484
10338,"DISPONIBILIZADO","AQUISIÇÃO DE MATERIAIS PERMANENTES PARA MANTER O SERVIÇO IDOSO EM ABRIGO - PSE, ATENDENDO À SECRETARIA DE ASSISTÊNCIA SOCIAL E EDUCAÇÃO PROFISSIONALIZANTE.
Relatório de Gestão e demais documentos segue em anexo.
",18708
10406,"DISPONIBILIZADO","Construção de Praça e Reforma de Escola Municipal.
Relatório de Gestão e demais documentos seguem anexo.",20937
10737,"DISPONIBILIZADO","Com o recurso recebido foi realizada a aquisição de Implementos Agrícolas para incentivo da cadeia produtiva no município, sendo eles: 01 Plantadeira de Arrasto 04 linhas, 01 Pulverizador agrícola com tanque, 01 Arado Subsolador com 5 hastes, 01 Concha Raspo Traseira, 01 Distribuidor de fertilizantes, 01 Picadeira Ensiladeira, 01 Batedeira de Cereais, 01 Grade Niveladora.",16421
10740,"DISPONIBILIZADO","Com os recursos recebidos até o momento foi executado o valor de R$ 449.998,36, para  a realização da Pavimentação das Ruas Florianópolis e Joinville no Distrito de Poço Preto totalizando 3.375 m². Com o valor pendente realizaremos a construção de quadra de areia, ainda em fase de processo licitatório.
",19867
6789,"DISPONIBILIZADO","O recurso foi aplicado no seguinte objeto:  EXECUÇÃO/MONTAGEM DE 02 (DUAS) TORRES METÁLICAS AUTO PORTANTES (30 METROS).
 Estas torres seram para telecomunicações, as mesmas instaladas em dois distritos do município de Frei Inocêncio.",16739
14905,"EM_ELABORACAO","Conforme entendimento da Procuradoria do Município, será necessária a realização de chamamento público, pois a emenda parlamentar impositiva, objeto deste plano de ação não possui beneficiária expressa",16034
1449,"DISPONIBILIZADO","Infraestrutura no município de Alexandria",16396
10500,"EM_ELABORACAO","Os recursos da emenda especial cadastrada no Plano de Ação na Plataforma Transferegov, sob o número  09032022-013972, foram utilizados pelo o município de Paragominas-PA, como parte da contrapartida do Convênio nº 169/2022, para pagamento de despesas de investimentos oriundas do processo licitatório Tomada de Preços nº 2/2022-00009, contrato nº 633/2023 da empresa Magnum Operações e Serviços Técnicos LTDA, esses recursos foram aplicados em obras de terraplanagem, drenagem, sinalização viária em CBUK na avenida Júlia kubstchek no município de Paragominas-PA. A pavimentação dessa Avenida é vital para os munícipes, trazendo melhorias significativas na qualidade de vida, como segurança , comodidade para locomoção, diminuição da poeira e valorização dos imóveis. Além disso, há uma considerável economia de recursos para o município, já que a pavimentação reduz a necessidade de manutenção das vias, que demandam investimentos significativos em equipamentos para sua conservação.
O valor foi utilizado na sua totalidade : 50.000,00 (cinquenta mil reais)",13972
11295,"EM_ELABORACAO","RELATÓRIO DE GESTÃO- EMENDA JOAQUIM PASSARINNHO 2022
Os recursos da emenda especial cadastrada no Plano de Ação na Plataforma Transferegov, sob o número  09032022-019158, foram utilizados pelo o município de Paragominas-PA, como contrapartida do Convênio nº 278/2022, para pagamento de despesas de investimentos oriundas do processo licitatório Tomada de Preços nº 2/2023-00004, contrato nº 929/2023 da empresa Metal Serviços e Locação LTDA, esses recursos foram aplicados nos serviços de construção de uma praça no bairro Juscelino Kubstchek no município de Paragominas-PA.
O valor utilizado, referente a emenda especial foi de  R$ 303.902,41, sendo: 300.000,00 (trezentos mil reais) valor liberado da emenda mais 3.902,41 (três mil, novecentos e dois reais e quarenta e um centavos) , referente aos rendimentos.
JUSTIFICATIVA:
Praças públicas são espaços de convivência em determinados casos, simbólicos do meio urbano, são espaços livres públicos devem ser vistos como elementos importantes na cidade, pois desempenham papéis fundamentais tais como ambientais, sociais e culturais. portanto é necessária a construção uma praça para a população do bairro Juscelino Kubitscheck, promovendo a qualidade de vida, gerando saúde e bem-estar da comunidade local. para tal.
",19158
